user_id , user_id , score
632643566918936 , 10204142964929162 , 1.0
329773424098584 , 10154557917643858 , 1.0
1156600381020986 , 1228473673836388 , 1.0
430305307173855 , 905013356203281 , 1.0
10204899684067012 , 1082361311786366 , 1.0
2232296806788505 , 10154557917643858 , 1.0
537823353244587 , 10154557917643858 , 1.0
10100791265910514 , 1570313623006666 , 0.666666666667
10210497065249662 , 10154557917643858 , 1.0
1761241990823513 , 10208259999962656 , 1.0
10209805663489958 , 10154557917643858 , 1.0
1672143089730323 , 10154557917643858 , 1.0
625223694317758 , 1082361311786366 , 1.0
1463951856971350 , 10154557917643858 , 1.0
1944703042224980 , 10154557917643858 , 1.0
1610154039025267 , 1334806479882035 , 1.0
1217500248265637 , 1198655843494410 , 1.0
507083179646909 , 10154019948664020 , 0.75
10100222003008044 , 1707988809447320 , 1.0
10153596592552574 , 10154557917643858 , 1.0
10206589325704412 , 10154557917643858 , 1.0
10214960569306754 , 10154557917643858 , 1.0
954485074676829 , 10154557917643858 , 1.0
10207723688034650 , 10153021013801286 , 0.75
1144531008895113 , 10154557917643858 , 1.0
10156995409095386 , 10154557917643858 , 1.0
1617574415239147 , 10208259999962656 , 1.0
10155983824938628 , 10154557917643858 , 1.0
1546922008727104 , 10154557917643858 , 1.0
1160343490734348 , 10154557917643858 , 1.0
1595407363853357 , 10154557917643858 , 1.0
336773900125098 , 10154557917643858 , 1.0
750271511814966 , 10205046295829242 , 1.0
10155960535218140 , 10154557917643858 , 1.0
712147804896 , 10154557917643858 , 1.0
1208915535876077 , 10154557917643858 , 1.0
1077169872294098 , 10207397968249248 , 1.0
1860408923972734 , 10154557917643858 , 1.0
10156465336750366 , 1694231687295007 , 1.0
376851962752904 , 10154557917643858 , 1.0
1144832295539614 , 10154557917643858 , 1.0
272031976509102 , 10154557917643858 , 1.0
963792546847 , 10154557917643858 , 1.0
1582506468473376 , 10154557917643858 , 1.0
10205149014033466 , 10103716008585924 , 1.0
10155088503351188 , 10154557917643858 , 1.0
10155962816682052 , 10154557917643858 , 1.0
10210338269444136 , 10154557917643858 , 1.0
1675005525863498 , 10154557917643858 , 1.0
549635782051568 , 10154557917643858 , 1.0
10205219659090704 , 10154557917643858 , 1.0
263524467314035 , 357156494755022 , 0.666666666667
10212747467035798 , 10154557917643858 , 1.0
1207719572575813 , 10154557917643858 , 1.0
1190486124311613 , 10154557917643858 , 1.0
805021016308448 , 355081141618746 , 1.0
357588558045713 , 10154557917643858 , 1.0
10209173040106364 , 355081141618746 , 1.0
1625574577510497 , 10154557917643858 , 1.0
1028216287231270 , 1036026089781181 , 1.0
886867944700978 , 10154557917643858 , 1.0
1370470769730471 , 1117532291612665 , 1.0
10153307532626134 , 1198655843494410 , 1.0
1047946845302183 , 10154557917643858 , 1.0
981131975361392 , 536733639995322 , 1.0
544517512549816 , 10154557917643858 , 1.0
10206108762546560 , 10154557917643858 , 1.0
10106103142335798 , 10154557917643858 , 1.0
360179421042096 , 644768682355689 , 0.6
10210102946117256 , 10154557917643858 , 1.0
1669644449989393 , 1137891706225706 , 0.666666666667
1088709014555999 , 10154557917643858 , 1.0
1128996387120344 , 10154557917643858 , 1.0
986194917055 , 10206264972776468 , 0.666666666667
10212032818524856 , 1082361311786366 , 1.0
747582835369430 , 553552838125258 , 0.6
943585022457394 , 10154557917643858 , 1.0
10159694380200486 , 10154557917643858 , 1.0
1564260563620000 , 10154557917643858 , 1.0
476959669371287 , 10154557917643858 , 1.0
10215149171101898 , 10154557917643858 , 1.0
10208728675849368 , 10154557917643858 , 1.0
1518318864882191 , 10154557917643858 , 1.0
1621796654530607 , 10154557917643858 , 1.0
2010745802527229 , 10100866922163398 , 1.0
1096968533674091 , 10154557917643858 , 1.0
522057691505406 , 10154557917643858 , 1.0
1681805931851278 , 10154557917643858 , 1.0
752441578272565 , 10154557917643858 , 1.0
905190629551867 , 1198655843494410 , 1.0
776441689154769 , 10154557917643858 , 1.0
10210056432557574 , 10154557917643858 , 1.0
1046503552029422 , 10156081521450414 , 0.6
10159554089690244 , 10154557917643858 , 1.0
930208067133819 , 10154557917643858 , 1.0
1081713795172889 , 10154557917643858 , 1.0
10154670516597680 , 10154557917643858 , 1.0
2016161218398997 , 10154557917643858 , 1.0
1236366793088258 , 10154557917643858 , 1.0
1924173867597295 , 10154557917643858 , 1.0
299969740471208 , 385961898513267 , 0.666666666667
1852049665105811 , 10154557917643858 , 1.0
10209245855458280 , 10154557917643858 , 1.0
10206802991745902 , 1134754419886324 , 0.6
2100212119995823 , 10154557917643858 , 1.0
509413579268326 , 10154557917643858 , 1.0
1631905020203053 , 10156081521450414 , 1.0
1998864347017164 , 315871552231655 , 1.0
540389766303990 , 315871552231655 , 1.0
317892192020376 , 355081141618746 , 1.0
1036050616434815 , 737039049773648 , 0.75
864924060343627 , 10154557917643858 , 1.0
10154753556210620 , 10103716008585924 , 0.666666666667
537651819725227 , 10206165430628920 , 0.666666666667
10156043366752502 , 10154557917643858 , 1.0
1061148387231445 , 10153744764450984 , 1.0
10207848787240892 , 917754134966188 , 0.666666666667
10155947933216664 , 10154557917643858 , 1.0
937920719706478 , 10154557917643858 , 1.0
